id,name,price,rating,role,group2_id,img,final_rating,dr
17,Jasprit Bumrah,2,0,Bowl,1,https://lh3.google.com/u/0/d/18C1XLAF4qwt7WewpQ8JDjxD_nZf732lp,0,0.5
18,Mitchell Starc,1.5,0,Bowl,1,https://lh3.google.com/u/0/d/1OOx00UqUrneo6VFpDvdgsyd1wu94EEpn/view?usp=drive_link,0,0
19,Umran Malik,0.75,0,Bowl,1,https://lh3.google.com/u/0/d/1y0aQIQKtPMmOjQHxEfm_CB1T15Khxkjt,0,0
20,Lockie Ferguson,1.5,0,Bowl,1,https://lh3.google.com/u/0/d/1rNvRU-wMtUo8Ro2Dao4W6oZFC8yNWThw,0,0
21,Tabrez Shamsi,1,0,Bowl,1,https://lh3.google.com/u/0/d/1ZkG85zAeN-LQucZf7rYW-WJr7GSk8UZU,0,-1
22,Mohammad Shami,1.25,0,Bowl,1,https://lh3.google.com/u/0/d/1LC_RCnucL6AULbf9A7hNBAOok1zE_Scx,0,0.5
23,Ambati Rayudu,1.5,0,Bat,1,https://lh3.google.com/u/0/d/1V6Td7NRQIn_DwYghMkUxtRVzd6Oo6HDt,0,0
24,Shivam Dube,1,0,All,1,https://lh3.google.com/u/0/d/1OLxZjmCocNop7E58rE5UXckD-NN5uNr2,0,0.5
25,Deepak Chahar,1,0,Bowl,1,https://lh3.google.com/u/0/d/1YMmYLkP-qaX8A8ly0GOCwCj4-s_klO9M,0,-0.5
26,Rohit Sharma,2,0,Bat,2,https://lh3.google.com/u/0/d/1KyS51oHGh58NngDquzMbav2XsIGrrmCB,0,0
27,Jos Buttler,1.5,0,Bat,2,https://lh3.google.com/u/0/d/1BDzD8TRE6vIaka4lWhbbec3d-zlIhavL,0,0.5
28,Quinton Decock,1.5,0,Bat,2,https://lh3.google.com/u/0/d/1cOOC-g6CggCm_c9m-p-dkMJ570tbzgmh,0,0.5
29,KL Rahul,1.5,0,Bat,2,https://lh3.google.com/u/0/d/1rgVnyPQZ6xb50EmwR3rwTFb-ymMJfZCU,0,0
30,Virat Kohli,2,0,Bat,2,https://lh3.google.com/u/0/d/1eyeWBmax-egwCOWl2WIKJtxVI2zbald4,0,0
31,Surya Kumar Yadav,1.75,0,Bat,2,https://lh3.google.com/u/0/d/1H3sRgTkmVGEDAx_ERclzWdMyNAY41TCY,0,-0.5
32,Glenn Maxwell,1.5,0,All,2,https://lh3.google.com/u/0/d/1zDlBBXWJv3B12z_wxPphRtNcQ1Cxua9a/view,0,0
33,David Warner,1.5,0,Bat,2,https://lh3.google.com/u/0/d/1_NM5EYTqjGsjtiQaFeZFSjgeNobB5rFt/view,0,0
34,Rishabh Pant,1.5,0,Bat,2,https://lh3.google.com/u/0/d/1rLJSs5H67E77jSasaCwxzhphWjX7kflb,0,0
35,Moises Henriques,1,0,All,2,https://lh3.google.com/u/0/d/1nvdzbhunGoyKDd3EHPv67owI9DXaKZ51,0,-0.5
36,Liam Livingston,1.5,0,All,2,https://lh3.google.com/u/0/d/1X5u9vwmaBQaVscgHTMMkPXQYe8PoE1He,0,0
37,Ben Stokes,1,0,All,2,https://lh3.google.com/u/0/d/1elqeOTQSFN4TbNplFTEcmmd2eFKLfaYv/view?usp=drive_link,0,1
38,Hardik Pandya,1.75,0,All,2,https://lh3.google.com/u/0/d/1LJqK8lMTniqh1TNJ5tS03Lvp2gF_VZoS,0,0.5
39,Ravindra Jadeja,1.5,0,All,2,https://lh3.google.com/u/0/d/13v7EYo8qLq071_UM6k-OnMGxEsbTTl0-,0,0
40,Ravichandran Ashwin,1.5,0,Bowl,2,https://lh3.google.com/u/0/d/1oe-eF4luAm356rb0WHQx2stzEAbacxYK/view?usp=drive_link,0,0
41,Rashid Khan,2,0,Bowl,2,https://lh3.google.com/u/0/d/1FvEnmuUnWJMUr0QOmW5qfrxdnHLQB83e,0,0
42,Jasprit Bumrah,2,0,Bowl,2,https://lh3.google.com/u/0/d/18C1XLAF4qwt7WewpQ8JDjxD_nZf732lp,0,1
43,Lungi Ngidi,1,0,Bowl,2,https://lh3.google.com/u/0/d/1Z-hW0NKPV9sX6udJplDsZLgSa88eaFNT,0,0.5
44,Tabrej Shamsi,0.75,0,Bowl,2,https://lh3.google.com/u/0/d/1ZkG85zAeN-LQucZf7rYW-WJr7GSk8UZU,0,-1
45,Mohammad siraj,1.5,0,Bowl,2,https://lh3.google.com/u/0/d/1767yIwissKiHGwmNVKW_pggwcOr9MRzT,0,1
46,Kuldeep Yadav,1,0,Bowl,2,https://lh3.google.com/u/0/d/1gIC3LeGtRSE2u6n4TL3s6SBwQsN355Zg,0,-1
47,Umesh Yadav,0.75,0,Bowl,2,https://lh3.google.com/u/0/d/1m9wUXH_339qI0XXgmfvKwUULc41H8Der,0,0.5
48,Ambati Rayudu,1.5,0,Bat,2,https://lh3.google.com/u/0/d/1V6Td7NRQIn_DwYghMkUxtRVzd6Oo6HDt,0,-0.5
49,Shivam Dube,1,0,All,2,https://lh3.google.com/u/0/d/1OLxZjmCocNop7E58rE5UXckD-NN5uNr2,0,0
50,Deepak Chahar,1.25,0,All,2,https://lh3.google.com/u/0/d/1YMmYLkP-qaX8A8ly0GOCwCj4-s_klO9M,0,0.5
51,Rohit Sharma,2,0,Bat,3,https://lh3.google.com/u/0/d/1KyS51oHGh58NngDquzMbav2XsIGrrmCB,0,0.5
52,Jos Buttler,1.5,0,Bat,3,https://lh3.google.com/u/0/d/1BDzD8TRE6vIaka4lWhbbec3d-zlIhavL,0,0.5
53,Aaron Finch,1,0,Bat,3,https://lh3.google.com/u/0/d/1m4UEdgQQhku_bJJeWeQQNWtp654jXu-2,0,-0.5
54,David Warner,1.5,0,Bat,3,https://lh3.google.com/u/0/d/1_NM5EYTqjGsjtiQaFeZFSjgeNobB5rFt,0,0
55,Virat Kohli,2,0,Bat,3,https://lh3.google.com/u/0/d/1eyeWBmax-egwCOWl2WIKJtxVI2zbald4,0,1
56,Shikhar Dhawan,1.5,0,Bat,3,https://lh3.google.com/u/0/d/1WPF0_ciQItm5HlpCJRu11PEtYkBLfweF,0,0.5
57,Deepak Hooda,1,0,All,3,https://lh3.google.com/u/0/d/1D8rg_gwnL2AhEX0jFkOWKBn_41wxfVOl,0,-1
58,Kieren Pollard,1.25,0,All,3,https://lh3.google.com/u/0/d/1JNAU4iWF14Wtm3WObEFLNDF16f2H5hXe,0,1
59,Rishabh Pant,1.5,0,Bat,3,https://lh3.google.com/u/0/d/1rLJSs5H67E77jSasaCwxzhphWjX7kflb,0,0.5
60,Mandeep Singh,0.75,0,Bat,3,https://lh3.google.com/u/0/d/1xxpf3UayfrWpUyo5utHLrWQIcC4Qk56S,0,-0.5
61,Hardik Pandya,1.5,0,All,3,https://lh3.google.com/u/0/d/1LJqK8lMTniqh1TNJ5tS03Lvp2gF_VZoS,0,0.5
62,Daniel Sams,1,0,All,3,https://lh3.google.com/u/0/d/1Dz25m6TgArQEA2we1vrsUzf90bCd6Kys,0,-1
63,Axar Patel,1,0,All,3,https://lh3.google.com/u/0/d/1wipZksu_kE9XWY_03xT4MAjJFZogev3A,0,-0.5
64,Chris Morris,1.25,0,All,3,https://lh3.google.com/u/0/d/1yNyFWSPsclmYey9bbXdGNTu17q81_bjg,0,-0.5
65,Ravichandran Ashwin,1.5,0,Bowl,3,https://lh3.google.com/u/0/d/1oe-eF4luAm356rb0WHQx2stzEAbacxYK/view?usp=drive_link,0,1
66,Rashid Khan,1.5,0,All,3,https://lh3.google.com/u/0/d/1FvEnmuUnWJMUr0QOmW5qfrxdnHLQB83e,0,0
67,Jasprit Bumrah,2,0,Bowl,3,https://lh3.google.com/u/0/d/18C1XLAF4qwt7WewpQ8JDjxD_nZf732lp,0,-0.5
68,Mitchell Starc,1.5,0,Bowl,3,https://lh3.google.com/u/0/d/1OOx00UqUrneo6VFpDvdgsyd1wu94EEpn/view?usp=drive_link,0,0
69,Deepak Chahar,1.25,0,All,3,https://lh3.google.com/u/0/d/1YMmYLkP-qaX8A8ly0GOCwCj4-s_klO9M,0,-0.5
70,Murugan Ashwin,0.75,0,Bowl,3,https://lh3.google.com/u/0/d/1lc6BaBe2BoMrL8wmxw5UEP8lnW_-7d0W,0,-1
71,Mohit Sharma,1.5,0,Bowl,3,https://lh3.google.com/u/0/d/1yWJTf5yP8G59Hv5-HFrkyZdLSyGpy9i-/view?usp=drive_link,0,0
72,Chris Jordan,1,0,All,3,https://lh3.google.com/u/0/d/1mwlRjpQ1Zen-uABWTOYhpdlPrQx6njdl,0,-0.5
73,Ambati Rayudu,1.5,0,Bat,3,https://lh3.google.com/u/0/d/1V6Td7NRQIn_DwYghMkUxtRVzd6Oo6HDt,0,0
74,Shivam Dube,1,0,All,3,https://lh3.google.com/u/0/d/1OLxZjmCocNop7E58rE5UXckD-NN5uNr2,0,0.5
75,Deepak Chahar,1.25,0,All,3,https://lh3.google.com/u/0/d/1YMmYLkP-qaX8A8ly0GOCwCj4-s_klO9M,0,0
76,Rohit Sharma,2,0,Bat,4,https://lh3.google.com/u/0/d/1KyS51oHGh58NngDquzMbav2XsIGrrmCB,0,0
77,Jos Buttler,1.5,0,Bat,4,https://lh3.google.com/u/0/d/1BDzD8TRE6vIaka4lWhbbec3d-zlIhavL,0,-0.5
78,Aaron Finch,1,0,Bat,4,https://lh3.google.com/u/0/d/1m4UEdgQQhku_bJJeWeQQNWtp654jXu-2,0,-1
79,KL Rahul,1.5,0,Bat,4,https://lh3.google.com/u/0/d/1rgVnyPQZ6xb50EmwR3rwTFb-ymMJfZCU,0,0.5
80,Virat Kohli,2,0,Bat,4,https://lh3.google.com/u/0/d/1eyeWBmax-egwCOWl2WIKJtxVI2zbald4,0,0
81,Surya Kumar Yadav,1.5,0,Bat,4,https://lh3.google.com/u/0/d/1H3sRgTkmVGEDAx_ERclzWdMyNAY41TCY,0,-0.5
82,Glenn Maxwell,1.5,0,All,4,https://lh3.google.com/u/0/d/1zDlBBXWJv3B12z_wxPphRtNcQ1Cxua9a,0,1
83,Venkatesh Iyer,1,0,All,4,https://lh3.google.com/u/0/d/1nuGzaIVwKkcwsMAe1T39ykOienmy2qwl,0,-0.5
84,Rishabh Pant,1.5,0,Bat,4,https://lh3.google.com/u/0/d/1rLJSs5H67E77jSasaCwxzhphWjX7kflb,0,0.5
85,Rahul Tewatiya,1,0,All,4,https://lh3.google.com/u/0/d/1d5sTbntxa6iAW11w5THYQH7egHh5wCcV,0,0.5
86,Ravindra Jadeja,1.75,0,All,4,https://lh3.google.com/u/0/d/13v7EYo8qLq071_UM6k-OnMGxEsbTTl0-,0,1
87,Hardik Pandya,1.5,0,All,4,https://lh3.google.com/u/0/d/1LJqK8lMTniqh1TNJ5tS03Lvp2gF_VZoS,0,0
88,Pat Cummins,1.25,0,Ball,4,https://lh3.google.com/u/0/d/1qDzyI6C8aeETV0ZjRVeTMzIxUY7Wf4ek,0,-0.5
89,Sunil Narine,1,0,All,4,https://lh3.google.com/u/0/d/1VfJeDEFFXW2VklD-_v8MrvAnWlRQfQWm,0,0.5
90,Ravichandran Ashwin,1.5,0,Ball,4,https://lh3.google.com/u/0/d/1oe-eF4luAm356rb0WHQx2stzEAbacxYK/view?usp=drive_link,0,1
91,Rashid Khan,2,0,All,4,https://lh3.google.com/u/0/d/1FvEnmuUnWJMUr0QOmW5qfrxdnHLQB83e,0,1
92,Jasprit Bumrah,1.75,0,Ball,4,https://lh3.google.com/u/0/d/18C1XLAF4qwt7WewpQ8JDjxD_nZf732lp,0,0
93,Kagiso Rabada,1.5,0,Ball,4,https://lh3.google.com/u/0/d/1NFr3WXAS5W-0gqyx4oQ3TE9ADdy8XElm,0,-0.5
94,Sandep Sharma,1.25,0,Ball,4,https://lh3.google.com/u/0/d/1ozk0l7kjvEh-hgG34-FbYip5018khIkh,0,-1
95,Wanindu Hasranga,1,0,All,4,https://lh3.google.com/u/0/d/1ABowqk_aAzILtebWNRNOqJBlIMFK59nd,0,0.5
96,Mohammad Shami,1.5,0,Ball,4,https://lh3.google.com/u/0/d/1LC_RCnucL6AULbf9A7hNBAOok1zE_Scx,0,0
97,Varun Chakravarthy,1,0,Ball,4,https://lh3.google.com/u/0/d/1q_kCV68mnOWLHqdeRdTlHu3MbgfODIal,0,0.5
98,Ambati Rayudu,1.5,0,Bat,4,https://lh3.google.com/u/0/d/1V6Td7NRQIn_DwYghMkUxtRVzd6Oo6HDt,0,0
99,Shivam Dube,1,0,All,4,https://lh3.google.com/u/0/d/1OLxZjmCocNop7E58rE5UXckD-NN5uNr2,0,0.5
100,Deepak Chahar,1.25,0,All,4,https://lh3.google.com/u/0/d/1YMmYLkP-qaX8A8ly0GOCwCj4-s_klO9M,0,-0.5
101,Mandeep Singh,1,0,Bat,5,https://drive.google.com/uc?export=view&id=1tAZ0Gv8d9gX4HhTXxZb90lHhLSJvHiak,0,-1
102,Jonny Bairstow,1.25,0,Bat,5,https://lh3.google.com/u/0/d/139dBkcRznkO9PgnCfrq2iFdIp7fIq3j7,0,0
103,Aaron Finch,1,0,Bat,5,https://lh3.google.com/u/0/d/1m4UEdgQQhku_bJJeWeQQNWtp654jXu-2,0,-0.5
104,KL Rahul,1.5,0,Bat,5,https://lh3.google.com/u/0/d/1rgVnyPQZ6xb50EmwR3rwTFb-ymMJfZCU,0,1
105,Virat Kohli,2,0,Bat,5,https://lh3.google.com/u/0/d/1eyeWBmax-egwCOWl2WIKJtxVI2zbald4,0,0
106,Surya Kumar Yadav,1.5,0,Bat,5,https://lh3.google.com/u/0/d/1H3sRgTkmVGEDAx_ERclzWdMyNAY41TCY,0,-0.5
107,Deepak Hooda,1.25,0,All,5,https://lh3.google.com/u/0/d/1D8rg_gwnL2AhEX0jFkOWKBn_41wxfVOl,0,0.5
108,Venkatesh Iyer,1,0,All,5,https://lh3.google.com/u/0/d/1nuGzaIVwKkcwsMAe1T39ykOienmy2qwl,0,0
109,Rishabh Pant,1.5,0,Bat,5,https://lh3.google.com/u/0/d/1rLJSs5H67E77jSasaCwxzhphWjX7kflb,0,0
110,Rajat Patidar,1,0,Bat,5,https://lh3.google.com/u/0/d/1LLdak1c78eic2wxguZ4vcklEQ7wnJ2AU,0,-0.5
111,Liam Livingstone,1.75,0,All,5,https://lh3.google.com/u/0/d/1X5u9vwmaBQaVscgHTMMkPXQYe8PoE1He,0,-0.5
112,Rahul Tewatiya,1.5,0,All,5,https://lh3.google.com/u/0/d/1d5sTbntxa6iAW11w5THYQH7egHh5wCcV,0,-0.5
113,Jason Holder,1,0,All,5,https://lh3.google.com/u/0/d/12hUJ5bqvrpXjsVUFm1kShQ1_pAOlKNW_,0,0
114,Hardik Pandya,1.5,0,All,5,https://lh3.google.com/u/0/d/1LJqK8lMTniqh1TNJ5tS03Lvp2gF_VZoS,0,0
115,Ravichandran Ashwin,1.5,0,Ball,5,https://lh3.google.com/u/0/d/1oe-eF4luAm356rb0WHQx2stzEAbacxYK/view?usp=drive_link,0,0.5
116,Rashid Khan,2,0,Ball,5,https://lh3.google.com/u/0/d/1FvEnmuUnWJMUr0QOmW5qfrxdnHLQB83e,0,1
117,Jasprit Bumrah,2,0,Ball,5,https://lh3.google.com/u/0/d/18C1XLAF4qwt7WewpQ8JDjxD_nZf732lp,0,1
118,Mitchell Starc,1.75,0,Ball,5,https://lh3.google.com/u/0/d/1OOx00UqUrneo6VFpDvdgsyd1wu94EEpn/view?usp=drive_link,0,1
119,Deepak Chahar,1.25,0,All,5,https://lh3.google.com/u/0/d/1YMmYLkP-qaX8A8ly0GOCwCj4-s_klO9M,0,-0.5
120,Ravi Bishnoi,1,0,Ball,5,https://lh3.google.com/u/0/d/1lc4gMjCYHrhHQpuQFhEQFgKZR-3go80L,0,1
121,Kagiso Rabada,1.5,0,Ball,5,https://lh3.google.com/u/0/d/1NFr3WXAS5W-0gqyx4oQ3TE9ADdy8XElm,0,0
122,Arshdeep Singh,1,0,Ball,5,https://lh3.google.com/u/0/d/1-SzqvDyzjjeujwRb65QZGkmccITv1jjX,0,0.5
123,Ambati Rayudu,1.5,0,Bat,5,https://lh3.google.com/u/0/d/1V6Td7NRQIn_DwYghMkUxtRVzd6Oo6HDt,0,0
124,Shivam Dube,1,0,All,5,https://lh3.google.com/u/0/d/1OLxZjmCocNop7E58rE5UXckD-NN5uNr2,0,0
125,Tushar Deshpande,1.25,0,Ball,5,https://lh3.google.com/u/0/d/16I_eZL7XJPme94prw_tzzWRqhjgLjb0Z,0,0.5
